"item_id"	"manufacturer_item_id"	"upc_or_ean_id"	"manufacturer"	"product_name"	"short_description"	"extended_description"	images	weight	length	width	height	categories	"retail_map"	"msrp"	"stock_status"
"BLK70GS16MC"	"70GS16MC"	"648018148880"	"Blackhawk!"	"14888 - STORM SGL POINT SLING XT MC"	"14888 - STORM SGL POINT SLING XT MC"	"Storm Sling XT: Multi Cam - Dual 300 pound test side-release buckles - Removable "MASH clip" for quick and positive firearm attachment - Made of 1.25" webbing and heavy-duty elliptical bungee - Four inch flex - Adjusts from 46" to 64" in diameter"	BLK70GS16MC.jpg	.3700	12.0000	24.0000	2.0000	SLGSSWVL	"n/a"	"49.99"	"N"
"BLK70GS17MC"	"70GS17MC"	"648018148897"	"Blackhawk!"	"14889 - UNIV SWIFT SLING MC"	"14889 - UNIV SWIFT SLING MC"	"Universal Swift Sling 3 Point Sling/ Fixed or Collapsible Stocks: Multi Cam - Universal design for multiple front sling mounts and fixed or collapsible stocks - Fully adjustable ambidextrous design - Constructed of heavy-duty 1.25" nylon webbing"	BLK70GS17MC.jpg	.3700	12.0000	24.0000	2.0000	SLGSSWVL	"n/a"	"49.99"	"N"
"BLK70GS18BK"	"70GS18BK"	"648018158780"	"Blackhawk!"	"15878 - RAPID ADJUST TWO POINT SLING BLK"	"15878 - RAPID ADJUST TWO POINT SLING BLK"	"Rapid Adjust Two-Point Sling: Black - Ideal for fast transitions, stable shooting positions, and secure carry options - Constructed of high-quality 1.25" webbing - Sleek, innovative two-point sling design - Quick-adjust buckle - Fully adjustable"	BLK70GS18BK.jpg	.3700	5.7500	2.2500	9.0000	SLGSSWVL	"n/a"	"32.99"	"N"
"BLK71EG00BK"	"71EG00BK"	"648018150227"	"Blackhawk!"	"15022 - ERGONOMIC GRIP BLK"	"15022 - ERGONOMIC GRIP BLK"	"Ergonomic Grip: Black - Fits most M16/AR-15 style rifles - Integral rear upper extension supports the web of your hand - Subtle finger grooves - Rubber bottom plug with lanyard and storage compartment"	BLK71EG00BK.jpg	.2900	9.5000	4.5000	2.0000	GRIPS	"n/a"	"26.99"	"S"
"BLK71EG00DK"	"71EG00DK"	"648018150234"	"Blackhawk!"	"15023 - ERGONOMIC GRIP DE"	"15023 - ERGONOMIC GRIP DE"	"Ergonomic Grip: Dark Earth - Fits most M16/AR-15 style rifles - Integral rear upper extension supports the web of your hand - Subtle finger grooves - Rubber bottom plug with lanyard and storage compartment"	BLK71EG00DK.jpg	.2900	9.5000	4.5000	2.0000	GRIPS	"n/a"	"26.99"	"N"
"BLK71EG00OD"	"71EG00OD"	"648018150531"	"Blackhawk!"	"15053 - ERGONOMIC GRIP OD"	"15053 - ERGONOMIC GRIP OD"	"Ergonomic Grip: Olive Drab - Fits most M16/AR-15 style rifles - Integral rear upper extension supports the web of your hand - Subtle finger grooves - Rubber bottom plug with lanyard and storage compartment"	BLK71EG00OD.jpg	.2900	9.5000	4.5000	2.0000	GRIPS	"n/a"	"26.99"	"N"
"BLK71QF00BK"	"71QF00BK"	"648018150258"	"Blackhawk!"	"15025 - AR15 RFL LGTH 2PC QUAD RL FORND"	"15025 - AR15 RFL LGTH 2PC QUAD RL FORND"	"AR-15 Rifle Quad Rail Forend 2 Piece: Black - Replaces handguards with no modifications - Interlocking halves are secured - Slim profile for a more comfortable, handguard-like feel - Limited rotation push-button sling swivel attachment"	BLK71QF00BK.jpg	.8000	7.7500	3.0000	2.6300	ENH PTS	"n/a"	"204.99"	"N"
"BLK71QF01BK"	"71QF01BK"	"648018150326"	"Blackhawk!"	"15032 - AR15 CARB LGTH 2PC QUAD RL FORND"	"15032 - AR15 CARB LGTH 2PC QUAD RL FORND"	"AR-15 Carbine Quad Rail Forend 2 Piece: Black - Replaces handguards with no modifications to the weapon - Slim profile - Unique vent hole design - Interlocking halves are secured using 4 screws - Limited rotation push-button sling swivel attachment points"	BLK71QF01BK.jpg	1.1400	7.7500	3.0000	2.6300	ENH PTS	"n/a"	"154.99"	"N"
"BLK71RA00BK"	"71RA00BK"	"648018150319"	"Blackhawk!"	"15031 - SWIVEL STUD PICATINNY RAIL ADPTR"	"15031 - SWIVEL STUD PICATINNY RAIL ADPTR"	"Swivel Stud Picatinny Rail Adapter: Black - Mounts to rifle's existing swivel stud - Provides a Picatinny rail section for rail-mounted accessories - Constructed of rugged 6061 T6 aluminum w/Type-III hard-coat anodized finish - Contains side swivel stud"	BLK71RA00BK.jpg	.1900	8.5000	4.7500	1.0000	ENH PTS	"n/a"	"31.99"	"N"
"BLK71RC00BK"	"71RC00BK"	"648018150265"	"Blackhawk!"	"15026 - FULL COVER RAIL COVER 15 SLOT BL"	"15026 - FULL COVER RAIL COVER 15 SLOT BL"	"Full Cover Rail Cober: 15 Slot - Black - Fits most Picatinny spec rails - Can be cut to size for a custom fit - Protects unused rail areas from damage - Shields operator from sharp rail edges - Clip onto rails - Checkered texture & rubbery surface"	BLK71RC00BK.jpg	.1200	10.3800	3.6300	1.0000	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RC00DK"	"71RC00DK"	"648018150272"	"Blackhawk!"	"15027 - FULL COVER RAIL COVER 15 SLOT DE"	"15027 - FULL COVER RAIL COVER 15 SLOT DE"	"Full Cover Rail Cober: 15 Slot - Dark Earth - Fits most Picatinny spec rails - Can be cut to size for a custom fit - Protects unused rail areas from damage - Shields operator from sharp rail edges - Clip onto rails - Checkered texture & rubbery surface"	BLK71RC00DK.jpg	.1200	10.3800	3.6300	1.0000	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RC00OD"	"71RC00OD"	"648018150289"	"Blackhawk!"	"15028 - FULL COVER RAIL COVER 15 SLOT OD"	"15028 - FULL COVER RAIL COVER 15 SLOT OD"	"Full Cover Rail Cober: 15 Slot - Olive Drab - Fits most Picatinny spec rails - Can be cut to size for a custom fit - Protects unused rail areas from damage - Shields operator from sharp rail edges - Clip onto rails - Checkered texture & rubbery surface"	BLK71RC00OD.jpg	.1200	10.3800	3.6300	1.0000	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RC01BK"	"71RC01BK"	"648018150296"	"Blackhawk!"	"15029 - LO PROF RAIL CVR WIRE LOOM 5S BL"	"15029 - LO PROF RAIL CVR WIRE LOOM 5S BL"	"Low Profile Rail Cover 5SL: Black - Safely keeps electrical wires out of this way with this 5-slot cover - Uses an integral wire loom to quick & reliably secure electrical wires commonly found on remote pressure switches - Ladder-style cover"	BLK71RC01BK.jpg	.0500	6.7500	2.7500	1.5000	ENH PTS	"n/a"	"7.99"	"N"
"BLK71RC01DK"	"71RC01DK"	"648018150302"	"Blackhawk!"	"15030 - LO PROF RAIL CVR WIRE LOOM 5S DE"	"15030 - LO PROF RAIL CVR WIRE LOOM 5S DE"	"Low Profile Rail Cover 5SL: Dark Earth - Safely keeps electrical wires out of this way with this 5-slot cover - Uses an integral wire loom to quick & reliably secure electrical wires commonly found on remote pressure switches - Ladder-style cover"	BLK71RC01DK.jpg	.0500	6.7500	2.7500	1.5000	ENH PTS	"n/a"	"7.99"	"N"
"BLK71RC01OD"	"71RC01OD"	"648018150333"	"Blackhawk!"	"15033 - LO PROF RAIL CVR WIRE LOOM 5S OD"	"15033 - LO PROF RAIL CVR WIRE LOOM 5S OD"	"Low Profile Rail Cover 5SL: Olive Drab - Safely keeps electrical wires out of this way with this 5-slot cover - Uses an integral wire loom to quick & reliably secure electrical wires commonly found on remote pressure switches - Ladder-style cover"	BLK71RC01OD.jpg	.0500	6.7500	2.7500	1.5000	ENH PTS	"n/a"	"7.99"	"N"
"BLK71RL00BK"	"71RL00BK"	"648018150340"	"Blackhawk!"	"15034 - LO PROF RAIL LADDER 18S BLK"	"15034 - LO PROF RAIL LADDER 18S BLK"	"Low Profile Rail Cover 18SL: Black - Fits most Picatinny spec rails - 18 slots of length can be cut to size - Ladder-style cover - Protects unused rail areas - Shields operator from sharp rail edges - Clip onto rails - Rubbery surface for better feel"	BLK71RL00BK.jpg	.1100	10.5000	3.7500	.7500	ENH PTS	"n/a"	"10.99"	"S"
"BLK71RL00DK"	"71RL00DK"	"648018150357"	"Blackhawk!"	"15035 - LO PROF RAIL LADDER 18S DE"	"15035 - LO PROF RAIL LADDER 18S DE"	"Low Profile Rail Cover 18SL: Dark Earth - Fits most Picatinny spec rails - 18 slots of length can be cut to size - Ladder-style cover - Protects unused rail areas - Shields operator from sharp rail edges - Clip onto rails - Rubbery surface for better feel"	BLK71RL00DK.jpg	.1100	10.5000	3.7500	.7500	ENH PTS	"n/a"	"10.99"	"N"
"BLK71RL00OD"	"71RL00OD"	"648018150364"	"Blackhawk!"	"15036 - LO PROF RAIL LADDER 18S OD"	"15036 - LO PROF RAIL LADDER 18S OD"	"Low Profile Rail Cover 18SL: Olive Drab - Fits most Picatinny spec rails - 18 slots of length can be cut to size - Ladder-style cover - Protects unused rail areas - Shields operator from sharp rail edges - Clip onto rails - Rubbery surface for better feel"	BLK71RL00OD.jpg	.1100	10.5000	3.7500	.7500	ENH PTS	"n/a"	"10.99"	"N"
"BLK71RP00BK"	"71RP00BK"	"648018150371"	"Blackhawk!"	"15037 - LOCKING RAIL PANEL LNG 8PK BLK"	"15037 - LOCKING RAIL PANEL LNG 8PK BLK"	"Long Locking Rail Panels: 8 pack - Black - Fits most Picatinny spec rails - Covers 6 3/8" of rail - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat protection - Stays secure - Low-profile"	BLK71RP00BK.jpg	.1300	10.5000	3.7500	.7500	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RP00DK"	"71RP00DK"	"648018150388"	"Blackhawk!"	"15038 - LOCKING RAIL PANEL LNG 8PK DE"	"15038 - LOCKING RAIL PANEL LNG 8PK DE"	"Long Locking Rail Panels: 8 pack - Dark Earth - Fits most Picatinny spec rails - Covers 6 3/8" of rail - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat protection - Stays secure - Low-profile"	BLK71RP00DK.jpg	.1300	10.5000	3.7500	.7500	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RP00OD"	"71RP00OD"	"648018150395"	"Blackhawk!"	"15039 - LOCKING RAIL PANEL LNG 8PK OD"	"15039 - LOCKING RAIL PANEL LNG 8PK OD"	"Long Locking Rail Panels: 8 pack - Olive Drab - Fits most Picatinny spec rails - Covers 6 3/8" of rail - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat protection - Stays secure - Low-profile"	BLK71RP00OD.jpg	.1300	10.5000	3.7500	.7500	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RP01BK"	"71RP01BK"	"648018150401"	"Blackhawk!"	"15040 - LOCKING RAIL PANEL MED 4PK BLK"	"15040 - LOCKING RAIL PANEL MED 4PK BLK"	"Medium Locking Rail Panels: 4 Pack - Black - Fits most Picatinny spec rails - Covers 3.2" of rail - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat management - Stays secure - Low-profile"	BLK71RP01BK.jpg	.1100	10.5000	3.7500	.7500	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RP01DK"	"71RP01DK"	"648018150418"	"Blackhawk!"	"15041 - LOCKING RAIL PANEL MED 4PK DE"	"15041 - LOCKING RAIL PANEL MED 4PK DE"	"Medium Locking Rail Panels: 4 Pack - Dark Earth - Fits most Picatinny spec rails - Covers 3.2" of rail - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat management - Stays secure - Low-profile"	BLK71RP01DK.jpg	.1100	10.5000	3.7500	.7500	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RP01OD"	"71RP01OD"	"648018150425"	"Blackhawk!"	"15042 - LOCKING RAIL PANEL MED 4PK OD"	"15042 - LOCKING RAIL PANEL MED 4PK OD"	"Medium Locking Rail Panels: 4 Pack - Olive Drab - Fits most Picatinny spec rails - Covers 3.2" of rail - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat management - Stays secure - Low-profile"	BLK71RP01OD.jpg	.1100	10.5000	3.7500	.7500	ENH PTS	"n/a"	"12.99"	"N"
"BLK71RP02BK"	"71RP02BK"	"648018150432"	"Blackhawk!"	"15043 - LOCKING RAIL PANEL SHT 2PK BLK"	"15043 - LOCKING RAIL PANEL SHT 2PK BLK"	"Short Locking Rail Panels: 2 Pack - Black - Fits most Picatinny spec rails - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat management - Stays secure - Low-profile & aggressive grip - Cover 1.6""	BLK71RP02BK.jpg	.1200	10.5000	3.7500	.7500	ENH PTS	"n/a"	"18.99"	"N"
"BLK71RP02DK"	"71RP02DK"	"648018150449"	"Blackhawk!"	"15044 - LOCKING RAIL PANEL SHT 2PK DE"	"15044 - LOCKING RAIL PANEL SHT 2PK DE"	"Short Locking Rail Panels: 2 Pack - Dark Earth - Fits most Picatinny spec rails - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat management - Stays secure - Low-profile & aggressive grip - Cover 1.6""	BLK71RP02DK.jpg	.1200	10.5000	3.7500	.7500	ENH PTS	"n/a"	"18.99"	"N"
"BLK71RP02OD"	"71RP02OD"	"648018150456"	"Blackhawk!"	"15045 - LOCKING RAIL PANEL SHT 2PK OD"	"15045 - LOCKING RAIL PANEL SHT 2PK OD"	"Short Locking Rail Panels: 2 Pack - Olive Drab - Fits most Picatinny spec rails - Protects unused rail areas from damage - Shields operator from sharp rail edges - Offers superior heat management - Stays secure - Low-profile & aggressive grip - Cover 1.6""	BLK71RP02OD.jpg	.1200	10.5000	3.7500	.7500	ENH PTS	"n/a"	"18.99"	"N"
"BLK71SA00BK"	"71SA00BK"	"648018150463"	"Blackhawk!"	"15046 - RAIL MOUNT SLING ADPTR"	"15046 - RAIL MOUNT SLING ADPTR"	"Rail Mount Sling Adapter: Black - Constructed of 6061 T6 aluminum - Matte, Type-III hard-coat anodized finish for rugged service - Mounting screw threads - Works with snaphooks - Limited rotation push button swivel socket prevents twister slings"	BLK71SA00BK.jpg	.1100	5.0000	3.0000	2.0000	SLGSSWVL	"n/a"	"31.99"	"N"
"BLK71SA01BK"	"71SA01BK"	"648018150470"	"Blackhawk!"	"15047 - AR15/M4 AMBI SLING ADPTR"	"15047 - AR15/M4 AMBI SLING ADPTR"	"AR-15/M4 Ambidextrous Sling Adapter: Black - Constructed of 6061 T6 aluminum - Matte, Type-III hard-coat anodized finish - Mounting screw threads - Works with snap hooks - Limited rotation push button swivel socket prevents twisted slings"	BLK71SA01BK.jpg	.1200	5.0000	3.0000	2.0000	SLGSSWVL	"n/a"	"27.99"	"N"
"BLK71SS00BK"	"71SS00BK"	"648018150487"	"Blackhawk!"	"15048 - HARD PUSH BTN SLING SWVL 1.25IN"	"15048 - HARD PUSH BTN SLING SWVL 1.25IN"	"Heavy Duty Push Button Sling Swivel 1 1/4": Black - Allows operator to quickly attach/detach sling from the weapon - Made of quality materials - Compatible with most push button swivel mounting points including those featured on Tactical Mounts and forends"	BLK71SS00BK.jpg	.1000	6.7500	2.7500	1.5000	SLGSSWVL	"n/a"	"16.99"	"S"
"BLK71TG00BK"	"71TG00BK"	"648018150494"	"Blackhawk!"	"15049 - AR15/M16 OVERSIZED TRIGGER GUARD"	"15049 - AR15/M16 OVERSIZED TRIGGER GUARD"	"AR-15/M16 Oversized Trigger Guard: Black - Constructed of 6061 T6 aluminum - Features matte, Type III hard-coat anodized finish - Enlarged guard allows quick trigger guard - Designed to accommodate shooters wearing gloves"	BLK71TG00BK.jpg	.0600	7.0000	2.7500	1.5000	ENH PTS	"n/a"	"10.99"	"N"
"BLK71VG00BK"	"71VG00BK"	"648018150500"	"Blackhawk!"	"15050 - RAIL MOUNT VERTICAL GRIP BLK"	"15050 - RAIL MOUNT VERTICAL GRIP BLK"	"Rail Mount Vertical Grip: Black - Constructed of high-performance fiberglass-reinforced polymer - Improves weapon control & heat management - Redundant clamp screws - Adjustable to accommodate out-of-spec rails - O-ring sealed"	BLK71VG00BK.jpg	.4000	12.0000	3.2500	1.5000	GRIPS	"n/a"	"38.99"	"N"
"BLK71VG00DK"	"71VG00DK"	"648018150517"	"Blackhawk!"	"15051 - RAIL MOUNT VERTICAL GRIP DE"	"15051 - RAIL MOUNT VERTICAL GRIP DE"	"Rail Mount Vertical Grip: Dark Earth - Constructed of high-performance fiberglass-reinforced polymer - Improves weapon control & heat management - Redundant clamp screws - Adjustable to accommodate out-of-spec rails - O-ring sealed"	BLK71VG00DK.jpg	.4000	12.0000	3.2500	1.5000	GRIPS	"n/a"	"38.99"	"N"
"BLK71VG00OD"	"71VG00OD"	"648018150524"	"Blackhawk!"	"15052 - RAIL MOUNT VERTICAL GRIP OD"	"15052 - RAIL MOUNT VERTICAL GRIP OD"	"Rail Mount Vertical Grip: Olive Drab - Constructed of high-performance fiberglass-reinforced polymer - Improves weapon control & heat management - Redundant clamp screws - Adjustable to accommodate out-of-spec rails - O-ring sealed"	BLK71VG00OD.jpg	.4000	12.0000	3.2500	1.5000	GRIPS	"n/a"	"38.99"	"N"
"BLK73SB00BK"	"73SB00BK"	"648018126291"	"Blackhawk!"	"12629 - SPORTSTER SHOOTERS BAG BLK"	"12629 - SPORTSTER SHOOTERS BAG BLK"	"Sportster Shooters Bag: Black 600 denier polyester - 2 large dual-zippered compartments/one slash pocket - 2 interior pockets for handguns and 8 for mags - MOLLE webbing - Wraparound tactical web handles - Interior has soft protective fabric"	BLK73SB00BK.jpg	1.5000	13.0000	9.0000	4.5000	CASE UTL	"n/a"	"29.99"	"N"
"BLK74AP00BK"	"74AP00BK"	"648018134432"	"Blackhawk!"	"13443 - SPORTSTER SMALL ACCESS. PCH BLK"	"13443 - SPORTSTER SMALL ACCESS. PCH BLK"	"Blackhawk! Sportster Accessory Pouch (Small): Black 600 denier polyester - Comes with (2) #5 Speed Clips (SMALL 74AP00BK ) - 7” L x 3.5” W x 2.25” H - Perfect for wrenches - cleaning or range supplies - glasses - earplugs - earmuffs"	BLK74AP00BK.jpg	.2900	7.5000	4.0000	1.5000	HOLSTERS	"n/a"	"12.99"	"N"
"BLK74AP01BK"	"74AP01BK"	"648018134449"	"Blackhawk!"	"13444 - SPORTSTER LARGE ACCESS. PCH BLK"	"13444 - SPORTSTER LARGE ACCESS. PCH BLK"	"Blackhawk! Sportster Accessory Pouch (Large): Black 600 denier polyester - Comes with (2) #7 Speed Clips (LARGE 74AP01BK) - 9” L x 3.25” W x 2.25” H - Perfect for wrenches - cleaning or range supplies - glasses - earplugs - earmuffs"	BLK74AP01BK.jpg	.3400	8.3000	4.0000	1.5000	HOLSTERS	"n/a"	"12.99"	"N"
"BLK74BB00BK"	"74BB00BK"	"648018134395"	"Blackhawk!"	"13439 - SPORTSTER SMALL BARREL BAG BLK"	"13439 - SPORTSTER SMALL BARREL BAG BLK"	"Sportster Small Barrel Bag: Black 600 denier polyester - Padded barrel bag: - Perfect for accessory barrels up to 22” in length - Dimensions 19” L x 1.625” W x 1.75” H"	BLK74BB00BK.jpg	.3500	19.0000	25.0000	2.0000	CASE UTL	"n/a"	"14.99"	"N"
"BLK74BB01BK"	"74BB01BK"	"648018134401"	"Blackhawk!"	"13440 - SPORTSTER LARGE BARREL BAG BLK"	"13440 - SPORTSTER LARGE BARREL BAG BLK"	"Sportster Large Barrel Bag: Black 600 denier polyester - Padded barrel bag: - Perfect for accessory barrels up to 22” in length - Dimensions 23.25” L x 1.75”W x 1.75” H"	BLK74BB01BK.jpg	.4200	23.0000	25.0000	2.0000	CASE UTL	"n/a"	"19.99"	"N"
"BLK74MR00BK"	"74MR00BK"	"648018134500"	"Blackhawk!"	"13450 - SPORTSTER MUZZLE RETAINER BLK"	"13450 - SPORTSTER MUZZLE RETAINER BLK"	"Sportster Muzzle Retainer: Black 600 denier polyester - Includes (2) #5 Speed Clips - Holds muzzle in place - Dimensions  5” L x 1.375” H (tapering to .75” H)"	BLK74MR00BK.jpg	.1500	6.0000	4.0000	1.5000	ENH PTS	"n/a"	"9.99"	"N"
"BLK74OP00BK"	"74OP00BK"	"648018134418"	"Blackhawk!"	"13441 - SPORTSTER SMALL OPTICS PCH BLK"	"13441 - SPORTSTER SMALL OPTICS PCH BLK"	"Blackhawk Small Optics Pouch: Black 600 denier polyester - Comes with (2) #5 Speed Clips - Hook & loop closure - Padded for optics protection - Perfect for red dots or small binoculars - Available in black"	BLK74OP00BK.jpg	.2400	5.5000	3.7500	3.5000	HOLSTERS	"n/a"	"14.99"	"N"
"BLK74OP01BK"	"74OP01BK"	"648018134425"	"Blackhawk!"	"13442 - SPORTSTER LARGE OPTICS PCH BLK"	"13442 - SPORTSTER LARGE OPTICS PCH BLK"	"Sportster Optics Pouch (Large): Black 600 denier polyester - Comes with (3) #5 Speed Clips - Padded for optics protection - Fits most variable power scopes with rings - Features MOLLE webbing - Available in black - Dimensions 14” L x 4.25” W x 3.25” H"	BLK74OP01BK.jpg	.5000	13.0000	5.0000	3.5000	HOLSTERS	"n/a"	"14.99"	"N"
"BLK74PR01BK"	"74PR01BK"	"648018126246"	"Blackhawk!"	"12624 - SPORTSTER PISTOL RUG- MEDIUM BLK"	"12624 - SPORTSTER PISTOL RUG- MEDIUM BLK"	"Sportster Pistol Rug (Medium) : Black 600 denier polyester - Sized to fit most pistols and revolvers - Wraparound tactical web handles provide superior weight support and durability -Extra soft  protective interior - Dimensions 12.5” L x 8” W x 1.25” D"	BLK74PR01BK.jpg	.2200	12.5000	8.0000	1.0000	CASE GUN	"n/a"	"9.99"	"N"
"BLK74PR02BK"	"74PR02BK"	"648018126253"	"Blackhawk!"	"12625 - SPORTSTER PISTOL RUG- LARGE BLK"	"12625 - SPORTSTER PISTOL RUG- LARGE BLK"	"Sportster Pistol Rug (Large) : Black 600 denier polyester - Sized to fit most pistols and revolvers - Wraparound tactical web handles provide superior weight support and durability -Extra soft  protective interior - Dimensions 15” L x 8” W x 1.25” D"	BLK74PR02BK.jpg	.2700	15.0000	8.5000	1.0000	CASE GUN	"n/a"	"10.99"	"N"
"BLK74RB01BK"	"74RB01BK"	"648018126222"	"Blackhawk!"	"12622 - SPORTSTER DELUXE RANGE BAG BLK"	"12622 - SPORTSTER DELUXE RANGE BAG BLK"	"Sportster Deluxe Range Bag: Black 600 denier polyester - 3 large dual-zippered compartments and 1 slash pocket - 2 interior pockets -  4  mag pockets - removable pistol bag - MOLLE webbing - Wraparound tactical web handles for stable carry"	BLK74RB01BK.jpg	3.5300	15.0000	11.0000	10.0000	CASE UTL	"n/a"	"57.99"	"N"
"BLK74RB02BK"	"74RB02BK"	"648018126239"	"Blackhawk!"	"12623 - SPORTSTER PISTOL RANGE BAG BLK"	"12623 - SPORTSTER PISTOL RANGE BAG BLK"	"Sportster Pistol Range Bag : Black 600 denier polyester - Main interior pocket has dual-slider opening for easy access - Two exterior slash mag pockets - Two flannel-lined rugs included - MOLLE webbing - Wraparound tactical web handles for stable carry"	BLK74RB02BK.jpg	2.0000	16.0000	9.0000	8.0000	CASE UTL	"n/a"	"31.99"	"N"
"BLK74SG01BK"	"74SG01BK"	"648018126260"	"Blackhawk!"	"12626 - SPORTSTER SHOTGUN CASE BLK"	"12626 - SPORTSTER SHOTGUN CASE BLK"	"Sportster Shotgun Case: Black 600 denier polyester - Fits up to 52” - Interior closed-cell foam for support - Features MOLLE webbing -Wraparound tactical web handles for stability - PVC laminate for added stability -  Soft interior for protection"	BLK74SG01BK.jpg	.0000	.0000	.0000	.0000	CASE GUN	"n/a"	"24.99"	"N"
"BLK74SG02BK"	"74SG02BK"	"648018126277"	"Blackhawk!"	"12627 - SPORTSTER TACTICAL RFL CASE BLK"	"12627 - SPORTSTER TACTICAL RFL CASE BLK"	"Sportster Tactical Rifle Case (Small): Black 600 denier polyester - 42.5" L x 12.5" H x 3" D - Storage/transport AR/mags - 5 ext mag pckts - 2 lg pckts - MOLLE webbing - Wraparound tactical web handles/PVC laminate for added stability - Soft interior"	BLK74SG02BK.jpg	1.9600	42.5000	12.5000	3.0000	CASE GUN	"n/a"	"40.99"	"N"
"BLK74SG03BK"	"74SG03BK"	"648018132407"	"Blackhawk!"	"13240 - SPORTSTER LG TACT RFL CASE BLK"	"13240 - SPORTSTER LG TACT RFL CASE BLK"	"Sportster Tactical Rifle Case (Large): Black 600 denier polyester - 44" L x 12.5" H x 3" D - Storage/transport AR/mags - 5 ext mag pckts - 2 lg pckts - MOLLE webbing - Wraparound tactical web handles/PVC laminate for added stability - Soft interior"	BLK74SG03BK.jpg	2.6000	47.0000	12.5000	3.0000	CASE GUN	"n/a"	"43.99"	"N"
"BLK74SG04BK"	"74SG04BK"	"648018134470"	"Blackhawk!"	"13447 - SPORTSTER MOD WEAPONS CASE BLK"	"13447 - SPORTSTER MOD WEAPONS CASE BLK"	"Sportster Modular Weapons Case : Blck 600 denier plystr - Heavy tactical webbed shoulder straps/contact points - Modular discreet case (removable/padded divider to separate 2 firearms or 1 firearm/full set of pouches) - Full MOLLE or Speed Clip-compatible"	BLK74SG04BK.jpg	4.1900	36.0000	13.0000	5.0000	CASE GUN	"n/a"	"59.99"	"N"
"BLK74SG44BK"	"74SG44BK"	"648018134487"	"Blackhawk!"	"13448 - SPRTSTR 44IN SCOPED RFL CASE BLK"	"13448 - SPRTSTR 44IN SCOPED RFL CASE BLK"	"Sportster 44" Scoped Rifle Case : Black 600 denier polyester - 45" L x 10" H x 2" D (44”): - MOLLE webbing - Wraparound tactical web handles  - Soft Interior for protection - Long lasting self-healing coil zippers -  Dual-density foam design"	BLK74SG44BK.jpg	1.1000	46.0000	10.0000	1.5000	CASE GUN	"n/a"	"26.99"	"N"
"BLK74SG48BK"	"74SG48BK"	"648018126284"	"Blackhawk!"	"12628 - SPRTSTR 48IN SCOPED RFL CASE BLK"	"12628 - SPRTSTR 48IN SCOPED RFL CASE BLK"	"Sportster 48" Scoped Rifle Case : Black 600 denier polyester - 51.5"L x 10"H x 2" D(48”): - MOLLE webbing - Wraparound tactical web handles  - Soft Interior for protection - Long lasting self-healing coil zippers -  Dual-density foam design"	BLK74SG48BK.jpg	1.0000	50.5000	10.0000	1.2500	CASE GUN	"n/a"	"27.99"	"N"
"BLK74UP01BK"	"74UP01BK"	"648018134463"	"Blackhawk!"	"13446 - SPORTSTER UTL PCH BLK"	"13446 - SPORTSTER UTL PCH BLK"	"Sportster Utility Pouch : Black 600 denier polyester w/ thick PVC laminate for added stability - Durable heavy-duty tactical webbing for stability - Integral foam design using closed-cell foam for protection - Long lasting/self healing coil zippers"	BLK74UP01BK.jpg	.3200	8.0000	6.0000	1.0000	HOLSTERS	"n/a"	"12.99"	"N"
"BLK74WP00BK"	"74WP00BK"	"648018134456"	"Blackhawk!"	"13445 - SPORTSTER WRENCH PCH BLK"	"13445 - SPORTSTER WRENCH PCH BLK"	"Sportster Wrench Pouch: Black 600 denier polyester - Holds torque and allen wrenches - Dimensions: 7.5” L x 1.75” W x 1.25” H"	BLK74WP00BK.jpg	.1600	8.3000	2.0000	1.0000	HOLSTERS	"n/a"	"9.99"	"N"
"BLK74WR00BK"	"74WR00BK"	"648018134494"	"Blackhawk!"	"13449 - SPORTSTER WEAPON RETAINER BLK"	"13449 - SPORTSTER WEAPON RETAINER BLK"	"Sportster Weapon Retainer: Black 600 denier polyester - Hook & loop closure -Holds weapon in place - Dimensions: 12.5” L x 2” W"	BLK74WR00BK.jpg	.0800	13.0000	2.0000	.4000	ENH PTS	"n/a"	"9.99"	"N"
